year,state,fungicide (lb/acre),herbicide (lb/acre),insecticide (lb/acre),other chemicals (lb/acre),fertilizer (lb/acre),april-avg-temp,may-avg-temp,june-avg-temp,july-avg-temp,august-avg-temp,september-avg-temp,october-avg-temp,november-avg-temp,april-precipitation,may-precipitation,june-precipitation,july-precipitation,august-precipitation,september-precipitation,october-precipitation,november-precipitation,april-pdsi,may-pdsi,june-pdsi,july-pdsi,august-pdsi,september-pdsi,october-pdsi,november-pdsi,population-density,price-received,grain-yield,silage-yield,subsoil-score-april,subsoil-score-may,subsoil-score-june,subsoil-score-july,subsoil-score-august,subsoil-score-september,subsoil-score-october,topsoil-score-april,topsoil-score-may,topsoil-score-june,topsoil-score-july,topsoil-score-august,topsoil-score-september,topsoil-score-october
1988,iowa,,,,,,48.5,65.2,73.8,75.5,75.8,64.7,46.0,37.4,1.91,1.77,1.72,2.26,4.13,3.61,0.65,2.61,-1.09,-2.14,-3.39,-4.18,-4.27,-4.26,-4.64,-4.44,49.195837208058386,2.45,84.0,9.0,,,,,,,,,,,,,,
1988,minnesota,,,,,,42.9,61.4,70.4,72.5,69.3,57.8,40.9,28.6,0.94,2.1,1.82,2.31,5.3,3.69,0.7,2.1,-4.18,-4.86,-6.22,-7.06,-5.89,-5.09,-5.19,-4.57,49.41766818123207,2.4,74.0,6.2,,,,,,,,,,,,,,
1988,missouri,,,,,,54.7,66.2,75.2,77.3,78.6,68.5,51.5,45.3,2.33,2.3,1.44,4.05,3.61,4.3,1.8,4.97,-0.53,-1.38,-2.36,-2.27,-2.39,-2.18,-2.4,0.34,72.90138334763844,2.63,76.0,8.0,,,,,,,,,,,,,,
1988,nebraska,,,,,,48.2,62.1,74.8,74.2,74.0,62.9,48.9,38.4,2.07,4.41,2.25,3.16,2.49,3.0,0.1,0.72,-0.73,-0.39,-1.38,-1.22,-1.31,-0.71,-1.34,-1.43,20.317019964754017,2.48,124.0,14.0,,,,,,,,,,,,,,
1989,illinois,,,,,,51.4,59.5,70.5,75.5,72.8,63.3,55.8,40.7,3.19,3.46,3.06,3.69,3.84,4.77,1.53,1.35,-2.17,-2.03,-2.13,-1.9,-1.51,-0.64,-0.96,-1.37,197.01403212201637,2.4,123.0,14.0,,,,,,,,,,,,,,
1989,indiana,,,,,,50.0,58.1,70.1,74.5,71.5,63.2,54.3,40.7,4.29,5.23,3.67,5.39,4.34,4.95,1.92,2.76,1.04,1.49,1.23,1.78,2.21,3.03,2.79,2.89,151.6683484557058,2.47,133.0,16.5,,,,,,,,,,,,,,
1989,iowa,,,,,,49.3,59.1,67.7,75.0,71.2,60.5,52.2,33.5,2.09,2.57,3.36,3.34,3.58,4.84,1.92,0.27,-5.24,-5.34,-5.26,-5.17,-4.97,-4.08,-3.88,-4.21,49.23500354789463,2.29,118.0,13.5,,,,,,,,,,,,,,
1989,minnesota,,,,,,40.2,55.3,63.2,71.8,67.5,57.1,46.0,24.0,1.76,2.82,3.5,2.4,4.06,2.72,0.95,0.94,-3.11,-2.99,-2.9,-3.31,-2.87,-2.73,-3.17,-3.44,49.89952934250469,2.27,125.0,10.5,,,,,,,,,,,,,,
1989,missouri,,,,,,55.8,62.2,70.5,76.2,74.6,63.7,58.1,44.6,1.6,4.14,4.37,3.96,4.9,3.01,1.98,0.52,-0.89,-0.98,0.08,0.38,1.01,0.97,-0.36,-1.11,73.10357253985575,2.38,96.0,12.5,,,,,,,,,,,,,,
1989,nebraska,,,,,,51.0,59.0,66.0,75.2,72.0,61.0,51.4,37.2,0.45,1.99,3.36,2.34,2.7,3.09,0.57,0.06,-3.23,-4.1,-4.04,-4.5,-4.34,-3.4,-3.61,-3.96,20.36080918128128,2.3,121.0,12.5,,,,,,,,,,,,,,
1990,illinois,,16.27,5.11,,352.0,50.8,59.0,71.9,74.2,72.4,67.9,52.8,46.8,2.85,7.91,6.44,4.11,3.81,1.84,4.18,4.08,0.56,2.06,2.79,2.83,2.92,2.13,2.57,2.93,197.6563170449748,2.36,127.0,14.0,,,,,,,,,,,,,,
1990,indiana,,12.21,3.56,,332.0,50.3,58.6,70.3,72.8,70.8,66.3,52.7,46.6,2.89,7.49,4.6,4.87,5.13,2.59,5.14,3.38,1.69,2.88,2.85,3.13,3.88,3.48,4.42,4.45,152.53063258606983,2.31,129.0,17.0,,,,,,,,,,,,,,
1990,iowa,,12.67,3.08,,259.0,48.1,56.4,70.3,72.3,71.7,66.2,50.4,41.2,2.26,5.73,7.96,6.36,4.32,1.39,1.88,1.65,0.47,1.39,2.58,3.59,3.64,2.64,2.28,1.91,49.39808408359206,2.21,126.0,15.5,,,,,,,,,,,,,,
1990,minnesota,,13.4,,,231.0,42.5,52.3,65.4,67.6,67.4,59.8,43.6,32.2,2.67,2.52,6.02,3.56,2.86,1.8,2.42,0.41,0.29,0.11,1.09,1.24,-0.29,-0.9,-0.51,-1.01,50.46576308065386,2.17,124.0,12.0,,,,,,,,,,,,,,
1990,missouri,,7.15,1.37,,272.0,53.6,60.7,73.9,76.5,75.0,71.1,54.9,50.1,3.67,8.99,4.89,3.92,2.97,2.35,3.62,3.13,1.49,3.01,2.79,2.79,2.43,1.64,1.62,1.34,73.54169216028406,2.38,105.0,13.0,,,,,,,,,,,,,,
1990,nebraska,,9.62,4.25,,197.0,48.0,55.9,71.0,72.5,72.7,67.0,50.8,40.2,1.26,4.22,3.27,3.19,2.66,0.9,1.27,1.17,-3.83,-3.21,-3.37,-3.06,-2.89,-3.57,-3.27,-2.96,20.435795144038337,2.28,128.0,13.5,,,,,,,,,,,,,,
1991,illinois,,17.59,3.87,,342.0,56.0,68.6,75.1,76.3,74.7,66.3,55.6,37.3,3.38,4.99,1.62,2.06,2.7,3.13,5.96,3.65,-0.43,-0.38,-1.44,-2.17,-2.59,-2.61,-1.36,-0.78,199.192986788066,2.46,107.0,13.0,,,,,,,,,,,,,,
1991,indiana,,12.63,4.449999999999999,,325.0,54.8,68.3,73.9,75.6,73.4,65.4,56.3,38.7,3.63,4.03,1.54,2.44,3.25,2.34,5.14,3.16,-0.25,-0.62,-1.76,-2.51,-2.68,-2.94,-2.12,-1.99,153.82018723460337,2.45,92.0,13.0,,,,,,,,,,,,,,
1991,iowa,,13.33,4.6899999999999995,,246.0,51.4,64.2,73.0,73.6,71.6,62.4,49.7,28.2,5.83,5.19,4.14,2.32,3.45,2.79,2.92,4.36,3.22,3.21,2.51,1.68,1.2,0.67,0.79,1.86,49.60169929313997,2.3,117.0,15.0,,,,,,,,,,,,,,
1991,minnesota,,15.71,3.5199999999999996,,223.0,45.8,58.6,68.0,68.2,68.8,55.8,42.1,21.5,3.57,4.45,4.8,4.53,2.47,4.83,1.39,2.66,1.05,1.46,1.5,2.11,1.35,2.4,2.31,3.39,50.92755196562798,2.22,120.0,13.5,,,,,,,,,,,,,,
1991,missouri,,11.59,1.36,,262.0,57.8,69.1,75.4,78.1,76.3,67.6,57.6,39.0,5.38,5.26,2.21,3.4,2.26,3.71,4.28,4.29,-0.38,-0.39,-1.16,-1.26,-1.77,-1.76,0.19,0.62,73.99214913741075,2.45,97.0,10.0,,,,,,,,,,,,,,
1991,nebraska,,10.5,5.11,,191.0,49.8,61.0,71.6,74.3,73.1,63.7,49.5,30.5,2.34,5.05,3.56,1.91,1.5,1.64,1.44,1.66,-3.19,-2.47,-2.52,-2.93,-3.52,-3.58,0.09,0.72,20.566904221334777,2.34,127.0,12.5,,,,,,,,,,,,,,
1992,illinois,,21.08,5.97,,337.0,51.0,61.2,68.8,73.2,68.4,64.3,53.5,40.6,2.93,1.28,1.72,7.61,1.9,4.69,1.31,6.51,-1.26,-2.1,-2.75,1.5,0.99,1.54,1.0,2.37,200.9062991303417,2.11,149.0,15.0,,,,,,,,,,,,,,
1992,indiana,,14.79,5.640000000000001,,316.0,50.3,59.6,66.6,72.5,67.9,63.7,52.2,42.1,3.42,2.46,2.87,8.55,2.97,4.62,1.68,5.8,-2.19,-2.49,-2.52,2.05,2.04,2.77,2.56,3.83,155.09936284220973,2.09,147.0,19.0,,,,,,,,,,,,,,
1992,iowa,,15.25,4.5,,244.0,46.0,60.1,67.4,68.3,65.7,60.8,50.6,33.0,3.6,1.75,1.89,8.55,2.55,5.58,1.63,4.38,2.27,-0.88,-1.8,2.06,1.78,2.66,2.41,3.84,49.88062618518606,2.0,147.0,17.5,,,,,,,,,,,,,,
1992,minnesota,,15.83,4.46,,222.0,39.0,57.3,61.3,61.8,62.3,55.6,43.8,26.9,1.92,2.03,3.86,4.08,4.23,2.88,1.13,1.69,2.58,1.51,1.35,1.93,2.49,2.54,2.16,2.46,51.43452360206373,1.91,114.0,12.0,,,,,,,,,,,,,,
1992,missouri,,13.24,2.56,,259.0,54.8,62.3,69.9,75.6,69.9,65.9,56.1,42.0,3.53,2.43,2.93,7.13,2.37,4.78,1.44,7.72,-0.58,-1.19,-1.44,1.33,1.15,1.54,0.98,2.69,74.5073915829675,2.11,135.0,14.0,,,,,,,,,,,,,,
1992,nebraska,,11.34,4.92,,192.0,48.6,59.7,65.2,68.1,66.9,62.5,50.8,32.3,0.8,1.83,4.08,5.41,3.88,1.62,1.81,1.01,-0.71,-1.56,0.28,1.84,2.96,2.64,2.84,2.94,20.71688907546316,2.09,135.0,16.0,,,,,,,,,,,,,,
1993,illinois,,20.46,4.800000000000001,,332.0,49.2,63.2,70.5,76.6,74.8,61.6,51.8,39.6,5.13,3.29,6.84,6.61,5.05,7.54,2.46,4.22,3.06,2.42,3.33,4.23,4.69,6.37,6.07,6.55,202.47392881285984,2.57,130.0,12.0,,,,,,,,,,,,,,
1993,indiana,,13.9,3.42,,316.0,49.2,62.2,69.4,76.2,73.7,61.5,51.1,41.0,4.74,3.55,5.8,4.37,4.39,6.24,3.32,5.43,2.77,2.23,2.81,2.72,2.97,4.31,4.65,5.6,156.56330185298827,2.51,132.0,16.0,,,,,,,,,,,,,,
1993,iowa,,15.29,4.15,,229.0,45.0,59.2,66.9,71.9,71.6,57.4,49.2,33.8,3.65,5.6,7.99,10.45,8.25,3.69,1.31,1.09,4.08,4.42,5.5,7.96,9.15,8.83,7.86,7.19,50.1223415002734,2.44,80.0,11.0,,,,,,,,,,,,,,
1993,minnesota,,15.41,2.02,,220.0,40.4,53.6,60.7,66.0,66.6,51.6,42.1,25.2,2.44,4.37,5.89,6.28,4.9,2.11,0.82,1.66,2.19,2.79,3.76,5.25,5.75,5.37,4.75,4.98,52.01203002260403,2.26,70.0,8.5,,,,,,,,,,,,,,
1993,missouri,,8.24,1.27,,251.0,51.2,63.4,72.0,78.4,77.4,63.3,53.5,40.4,4.36,4.97,6.35,8.92,4.25,11.31,2.33,4.41,2.8,2.67,3.03,4.77,4.76,7.07,6.46,6.76,75.13962373070477,2.58,90.0,8.5,,,,,,,,,,,,,,
1993,nebraska,,12.45,5.83,,191.0,45.5,58.1,65.3,70.8,70.7,57.7,48.9,31.8,2.64,3.45,5.34,7.76,3.67,2.59,1.67,1.03,3.79,3.75,4.57,7.38,8.12,8.23,8.06,7.91,20.842852564280747,2.52,104.0,12.5,,,,,,,,,,,,,,
1994,illinois,,24.02,4.6,,331.0,53.2,60.6,73.8,73.8,70.6,65.2,56.4,46.2,6.14,2.15,4.15,2.73,3.58,2.38,2.02,5.54,0.91,-0.62,-0.65,-0.94,-0.74,-1.03,-1.39,0.58,203.83806553043289,2.27,156.0,15.0,,,,,,,,,,,,,,
1994,indiana,,12.5,2.48,,334.0,52.8,58.4,72.8,73.4,69.5,64.3,55.1,46.9,5.7,2.68,4.18,3.37,3.46,2.38,1.4,4.51,-0.4,-0.74,-0.72,-0.8,-0.58,-0.78,-1.38,-1.2,157.76213599563968,2.25,144.0,17.0,,,,,,,,,,,,,,
1994,iowa,,18.03,3.55,,250.0,49.2,60.6,70.9,70.3,68.6,64.3,53.5,39.4,2.41,2.05,6.23,3.88,3.62,3.58,1.93,2.21,3.47,2.33,2.66,2.66,2.53,2.37,1.99,1.98,50.28044627591905,2.22,152.0,18.0,,,,,,,,,,,,,,
1994,minnesota,,18.9,1.04,,224.0,41.9,57.0,65.8,66.2,63.9,59.9,48.6,33.4,3.3,1.94,4.94,4.33,3.58,3.34,2.8,1.46,3.88,2.65,2.64,3.03,3.01,2.96,3.14,3.19,52.52181982963756,2.23,142.0,13.0,,,,,,,,,,,,,,
1994,missouri,,8.35,0.1,,268.0,55.5,62.3,75.1,75.2,73.7,65.8,58.0,48.1,9.41,2.48,3.73,3.08,3.67,2.48,3.17,6.43,5.6,4.38,3.58,3.07,2.79,2.11,1.74,2.48,75.76293281348111,2.25,118.0,13.0,,,,,,,,,,,,,,
1994,nebraska,,10.4,4.51,,187.0,48.2,62.1,71.0,70.7,71.8,64.5,52.2,37.6,2.07,1.38,3.87,4.99,2.11,1.76,2.25,1.18,5.47,3.97,3.58,4.63,4.26,3.69,3.94,3.86,20.964407395632794,2.33,139.0,16.0,,,,,,,,,,,,,,
1995,illinois,,13.37,2.28,,335.0,50.1,60.1,72.3,76.4,78.8,63.3,55.4,35.6,4.47,8.89,3.53,2.97,4.18,1.28,3.02,2.53,0.48,2.29,-0.21,-0.5,-0.47,-1.16,-1.11,-1.22,205.21855420708968,3.3,113.0,15.0,,,,,,,,314.25,381.0,336.0,278.79999999999995,283.75,210.75,203.4
1995,indiana,,11.07,1.24,,307.0,50.4,60.1,71.6,75.2,77.9,63.2,55.1,36.3,4.51,7.26,3.98,2.83,4.3,1.07,2.99,2.69,0.32,1.49,-0.06,-0.49,-0.4,-1.2,-1.24,-1.46,159.03049323783517,3.38,113.0,15.0,283.25,333.75,322.0,279.20000000000005,267.75,207.5,194.6,315.0,361.25,314.25,274.00000000000006,262.5,191.5,201.6
1995,iowa,,16.7,3.29,,252.0,44.8,56.5,69.9,73.9,76.2,60.2,50.7,30.3,4.9,5.88,3.73,3.45,3.52,2.96,2.0,1.7,2.53,3.3,-0.37,-0.42,-0.77,-0.91,-1.01,-1.02,50.48370607403469,3.2,123.0,15.0,322.5,356.0,339.75,307.2,280.5,245.0,255.20000000000005,344.5,363.75,319.5,292.40000000000003,264.75,236.75,267.4
1995,minnesota,,15.41,,,234.0,37.1,53.1,68.4,68.4,69.5,56.0,44.1,21.1,2.01,2.93,2.26,5.64,4.62,3.0,3.71,1.07,2.96,2.68,1.21,2.14,2.41,2.4,3.33,3.34,52.97522321924114,3.14,119.0,12.0,337.66666666666663,,,,,,349.0,344.0,334.0,289.6666666666667,306.2,294.25,301.0,336.4
1995,missouri,,8.26,0.1,,272.0,53.6,60.9,71.6,77.1,79.9,64.8,57.4,40.5,5.14,9.78,5.4,3.89,3.49,2.33,1.81,1.67,1.69,3.44,3.44,3.35,-0.03,-0.35,-0.87,-1.33,76.38559633689533,3.48,102.0,10.0,,,,297.0,260.0,,,329.0,373.5,340.75,300.0,273.25,209.25,212.8
1995,nebraska,,8.11,2.77,,187.0,43.5,52.6,66.6,74.0,76.1,61.3,49.6,36.0,3.17,6.72,3.1,2.23,2.13,2.61,1.89,0.49,3.83,5.77,5.19,4.81,4.09,4.06,4.13,3.54,21.140120192155408,3.22,111.0,12.5,,,329.3333333333333,277.6,236.25,224.5,258.8,,,312.6666666666667,225.2,214.0,215.0,272.6
1996,illinois,,15.39,2.3600000000000003,,367.0,48.6,61.6,71.5,72.6,73.5,64.2,54.8,34.9,5.03,7.74,4.24,4.35,2.02,2.94,2.4,3.19,0.69,1.98,1.89,2.17,1.48,1.28,0.98,1.08,206.39389227564183,2.79,136.0,14.0,,,,,,,,271.0,353.25,352.6,244.0,229.0,229.2,270.75
1996,indiana,,13.41,2.52,,312.0,48.1,60.8,70.8,71.5,72.7,63.9,54.4,35.7,6.64,7.65,5.03,5.08,1.62,4.94,2.22,4.14,1.28,2.46,2.63,3.09,2.12,2.81,2.55,3.11,160.21362153019462,2.78,123.0,18.0,284.25,354.25,356.0,284.5,265.25,237.6,278.75,308.75,370.75,358.6,264.5,253.0,239.2,291.0
1996,iowa,,18.195,4.437,,268.0,45.7,56.4,69.5,70.5,70.0,60.7,51.7,29.0,1.63,7.34,5.07,3.19,3.79,2.87,2.74,2.65,-1.43,1.64,1.67,1.51,1.49,1.28,1.39,1.92,50.618993435728555,2.6,138.0,18.0,243.25,295.5,330.4,284.25,268.5,268.20000000000005,263.5,250.75,323.75,338.6,263.25,264.75,269.6,276.0
1996,minnesota,,15.97,1.17,,226.0,36.5,51.6,65.3,66.4,67.4,57.6,45.2,20.3,1.06,3.01,3.71,3.43,2.65,2.79,3.36,3.15,2.71,2.61,2.13,2.11,1.38,1.16,1.78,3.03,53.461535939784554,2.47,125.0,13.0,346.66666666666663,,,,266.0,,,357.6666666666667,341.25,304.0,253.0,257.5,236.4,274.75
1996,missouri,,9.55,1.2999999999999998,,273.0,52.3,65.7,72.8,74.9,74.8,64.8,56.6,38.1,4.5,6.82,3.94,4.8,2.85,5.73,2.94,5.15,0.4,1.03,0.77,1.32,1.12,1.78,1.73,2.77,77.00645229409561,2.77,134.0,15.0,,,,253.0,,253.0,,247.25,329.25,321.2,255.0,263.75,261.8,295.5
1996,nebraska,,9.0,2.7,,196.0,47.3,56.4,69.5,71.8,70.6,60.3,50.8,30.0,1.48,6.12,2.93,3.16,3.8,3.66,0.81,1.8,0.88,2.14,1.64,1.96,2.79,3.68,3.23,3.86,21.301921799725164,2.64,143.0,16.5,225.75,257.75,294.8,271.5,288.0,293.6,294.25,204.5,287.25,303.40000000000003,258.25,294.25,296.40000000000003,285.75
1997,illinois,,14.8,4.006,,337.0,47.6,57.5,70.6,75.1,71.0,66.3,54.9,38.6,2.26,4.03,3.76,2.21,4.76,2.38,1.94,2.46,-0.48,-0.21,-0.23,-0.73,-0.04,-0.4,-0.74,-0.96,207.4041221786611,2.53,129.0,16.5,,,,,,,,313.25,289.25,316.79999999999995,238.25,229.2,273.0,246.75
1997,indiana,,11.34,1.43,,325.0,46.9,56.2,69.2,73.8,69.8,64.8,53.6,38.6,2.07,5.71,5.5,2.95,3.96,2.26,1.61,2.61,2.55,3.11,3.49,2.84,2.98,-0.25,-0.66,-0.86,161.24224489319607,2.53,122.0,16.0,326.25,307.0,340.59999999999997,282.75,241.6,258.5,233.75,323.25,302.5,348.0,271.0,243.8,265.0,232.5
1997,iowa,,12.47,3.166,,257.0,44.3,54.2,70.4,73.4,69.5,64.2,52.1,32.9,2.63,4.03,4.38,2.95,2.76,3.11,3.37,1.02,1.57,1.79,-0.13,-0.36,-0.71,-0.93,-0.48,-0.7,50.72424853139554,2.33,138.0,18.0,306.5,315.5,295.6,279.5,239.4,243.5,242.5,316.0,313.25,283.6,269.25,234.2,257.75,260.5
1997,minnesota,,14.69,,,213.0,38.8,49.6,67.0,68.0,64.9,59.9,46.3,24.9,1.47,2.16,4.18,5.09,2.96,2.46,2.41,0.99,2.74,2.28,1.95,2.79,2.46,1.99,2.07,1.83,53.921679933348535,2.15,132.0,15.0,349.0,,,,,,,359.66666666666663,293.5,233.40000000000003,322.0,300.25,292.0,293.25
1997,missouri,,10.92,1.67,,276.0,50.0,59.8,71.5,77.7,73.8,68.4,56.9,41.2,3.74,5.06,4.02,2.21,4.13,3.21,3.42,2.39,2.36,2.48,2.15,1.54,1.58,1.18,1.05,0.74,77.56916487141389,2.45,115.0,14.0,,,,237.0,,,,332.5,291.0,310.20000000000005,251.25,224.0,248.75,263.25
1997,nebraska,,10.184,2.87,,189.0,42.4,55.2,69.4,74.2,71.0,64.9,51.6,34.6,2.28,2.8,3.35,2.85,2.83,2.66,3.06,0.57,2.4,2.26,1.96,2.07,2.25,2.36,3.32,3.01,21.410328230366183,2.32,132.0,15.5,292.0,287.5,285.0,259.25,232.2,240.5,258.0,294.0,267.5,281.0,242.25,233.2,252.25,273.25
1998,illinois,,12.61,2.395,,333.0,52.6,67.4,71.8,75.4,74.8,70.9,56.6,45.6,4.93,4.78,7.64,3.47,3.3,2.28,4.23,2.45,1.46,1.31,2.6,2.34,2.09,1.31,1.62,1.28,208.41019070666536,2.04,141.0,15.0,,,,,,,,350.5,351.6,345.5,325.0,292.6,243.75,285.25
1998,indiana,,12.325,2.6959999999999997,,325.0,52.4,66.4,71.1,73.6,73.7,69.6,55.7,44.9,6.06,4.59,7.74,4.96,3.58,1.06,3.55,2.2,1.09,0.88,2.31,2.65,2.6,-0.91,-0.62,-1.0,162.21004927298662,2.11,137.0,17.0,332.0,333.4,331.25,316.25,296.0,221.0,236.75,356.25,339.6,336.0,316.5,293.6,201.5,250.5
1998,iowa,,10.71,2.15,,267.0,49.7,65.0,67.1,73.8,72.9,68.2,53.1,40.7,3.94,4.3,7.91,3.16,5.01,2.06,4.83,1.61,1.77,1.49,2.83,2.39,2.59,1.68,2.52,2.31,50.84204965062168,1.86,145.0,16.5,339.5,321.6,341.0,316.75,285.0,271.0,274.25,356.75,317.2,348.0,309.5,279.2,263.75,290.75
1998,minnesota,,17.419999999999998,0.08,,246.0,46.8,60.4,62.1,69.0,68.9,62.4,47.7,31.9,1.56,3.78,5.36,3.17,3.09,1.68,4.29,1.66,1.21,1.08,1.81,-0.03,-0.33,-1.18,1.07,1.42,54.36666331937016,1.71,153.0,16.0,321.0,,,,,,,320.33333333333337,274.20000000000005,302.5,312.5,262.8,237.5,285.5
1998,missouri,,10.03,1.1900000000000002,,309.0,54.0,69.2,73.6,78.0,76.8,73.4,58.6,48.4,4.09,3.2,7.27,6.44,2.38,4.65,5.66,3.21,2.15,1.16,1.86,2.83,2.35,2.31,2.97,3.02,78.00597902735436,1.92,114.0,12.5,,,,,,,,347.5,322.2,324.75,291.25,292.8,252.75,318.25
1998,nebraska,,11.57,2.456,,179.0,47.4,61.9,65.0,75.2,73.4,69.1,51.7,40.6,2.15,2.95,4.78,4.18,2.71,1.01,2.93,2.07,2.78,2.33,2.99,3.89,4.12,3.07,3.88,4.4,21.471480575855995,1.88,145.0,17.0,303.75,288.6,292.25,279.25,280.6,255.0,261.75,315.75,279.0,297.75,277.0,281.2,237.25,273.5
1999,illinois,,16.877,2.645,,340.0,54.3,64.1,72.2,78.6,71.7,65.2,54.5,48.4,5.53,3.68,5.28,2.93,2.79,2.18,1.69,0.53,1.66,1.25,1.6,-0.35,-0.51,-0.88,-1.29,-2.56,209.42197465014664,1.91,140.0,17.0,,,,,,,,340.6666666666667,338.79999999999995,316.5,262.0,214.0,183.25,234.4
1999,indiana,,11.208,2.13,,326.0,53.6,63.6,72.0,77.9,71.2,65.6,53.7,47.8,4.9,3.12,4.13,2.7,2.24,1.36,2.02,1.06,-0.16,-0.62,-0.6,-1.23,-1.75,-2.48,-2.84,-4.14,163.17886959064566,1.88,132.0,16.0,311.6666666666667,304.59999999999997,281.25,251.75,183.4,149.25,175.4,333.66666666666663,311.8,281.5,247.0,184.6,144.25,217.4
1999,iowa,,9.908,2.5500000000000003,,273.0,50.0,60.5,68.9,76.8,70.0,61.3,50.9,44.3,6.26,4.89,5.29,5.21,3.11,1.84,0.77,1.02,2.63,2.76,2.8,3.1,-0.06,-0.51,-1.1,-1.73,50.99110920531603,1.72,149.0,18.0,317.66666666666663,336.8,330.25,306.25,274.40000000000003,248.75,205.8,341.0,342.40000000000003,328.75,294.75,266.4,232.5,196.4
1999,minnesota,,10.568,0.11,,205.0,44.7,56.8,64.4,71.3,66.3,56.4,44.2,37.6,2.81,4.94,4.3,5.62,4.09,3.38,1.07,0.32,1.66,2.42,2.33,3.3,3.53,3.78,3.36,2.52,54.931413204429056,1.6,150.0,16.0,315.0,,,,,,,333.33333333333337,333.59999999999997,320.5,314.75,290.59999999999997,303.25,280.40000000000003
1999,missouri,,12.458,1.09,,297.0,56.9,63.8,72.6,80.0,75.6,66.5,56.9,52.0,6.01,4.65,4.78,1.93,2.2,2.56,1.53,1.14,2.79,2.52,2.38,-0.6,-1.15,-1.51,-2.13,-3.18,78.44748424799292,1.96,97.0,9.5,,,,,192.0,165.0,,341.66666666666663,342.20000000000005,288.0,261.25,167.2,143.5,200.2
1999,nebraska,,14.24,3.2060000000000004,,181.0,47.1,58.2,66.9,76.1,71.8,60.3,51.2,45.0,4.2,3.69,5.31,2.36,3.08,1.67,0.13,0.39,3.65,3.74,4.46,4.25,4.5,0.03,-0.67,-1.24,21.53943337245101,1.75,139.0,16.0,297.0,306.4,308.5,294.75,264.4,254.75,228.4,313.0,319.79999999999995,311.75,288.0,258.2,246.5,207.80000000000004
2000,illinois,,12.897,3.24,,352.0,51.5,65.1,70.3,73.2,74.6,66.3,58.0,38.9,2.99,4.4,7.34,4.36,3.56,3.81,2.1,3.18,-2.98,-0.02,1.38,1.71,1.75,1.91,1.48,1.66,214.70210339376536,1.91,151.0,16.0,,,,,,,,239.5,270.25,296.25,316.4,289.0,260.0,291.8
2000,indiana,,12.886,1.14,,354.0,50.4,64.2,70.4,71.8,72.0,64.4,57.2,40.3,3.23,4.53,6.21,3.89,4.41,4.61,2.33,2.98,-3.63,0.0,0.93,1.04,1.57,2.27,2.12,2.34,167.26911782270784,1.9,146.0,19.0,215.75,245.0,263.25,285.2,275.0,269.5,285.0,263.75,300.5,303.5,301.20000000000005,293.0,286.0,310.4
2000,iowa,,10.919,1.166,,255.0,49.4,62.8,67.7,72.2,72.7,64.6,54.8,32.2,2.03,3.6,6.56,4.09,2.62,2.11,1.8,2.15,-2.88,-2.89,0.88,1.11,-0.4,-0.94,-1.27,0.06,52.05119488435001,1.75,144.0,17.0,177.75,177.0,211.0,250.8,230.75,194.0,174.79999999999998,200.25,210.0,260.75,285.6,249.25,204.25,198.8
2000,minnesota,,12.19,0.1,,247.0,42.2,56.7,61.5,68.6,67.6,56.6,48.2,28.4,1.44,3.65,4.99,3.79,3.47,1.53,1.97,3.39,1.19,1.25,1.84,1.99,1.85,1.09,0.86,2.14,56.7509621752044,1.71,145.0,16.0,,,,,,,198.0,235.0,267.0,308.5,305.40000000000003,261.25,230.0,211.00000000000003
2000,missouri,,11.475,0.78,,278.0,54.4,67.2,71.2,76.1,79.5,69.0,60.1,39.8,1.23,4.16,6.94,4.05,2.69,2.83,2.81,2.88,-3.78,-3.86,0.84,1.11,-0.27,-0.59,-0.86,-0.87,80.4407850633057,1.78,143.0,15.0,189.0,182.0,203.0,235.0,,180.0,,206.5,207.0,246.75,274.0,248.75,203.5,230.8
2000,nebraska,,12.288,2.6769999999999996,,196.0,48.7,61.6,67.6,75.2,76.4,64.5,52.7,28.2,1.81,2.82,2.7,3.35,1.22,1.49,2.35,1.38,-1.55,-2.02,-2.41,-2.23,-3.23,-3.47,0.53,0.93,22.15731770556917,1.9,126.0,14.0,173.25,181.5,173.5,172.4,145.25,129.0,127.8,203.25,217.75,189.0,203.2,162.25,148.0,165.99999999999997
2001,illinois,,12.146,2.675,,352.0,57.6,64.8,69.8,75.9,74.6,64.4,53.8,49.9,2.84,4.35,3.81,3.78,4.07,3.37,6.08,2.62,-1.24,-0.03,0.02,0.12,0.37,0.49,1.82,1.82,215.63943153199895,2.04,152.0,16.0,,,,,,,,303.75,262.25,319.75,255.4,228.5,276.40000000000003,317.75
2001,indiana,,11.908,2.756,,348.0,56.5,64.0,69.1,73.7,73.8,63.6,53.7,49.0,2.75,4.32,4.09,5.46,4.02,3.76,7.75,3.34,-1.71,-1.6,0.12,0.88,1.21,1.61,3.78,3.78,168.2546873863076,1.98,156.0,19.0,275.0,245.75,291.0,276.4,251.25,263.6,303.5,288.75,256.5,320.75,287.0,261.5,287.8,337.5
2001,iowa,,10.531,,,251.0,52.7,60.9,68.3,75.1,72.5,61.2,50.2,48.0,3.6,7.04,4.07,3.12,2.97,4.07,2.46,1.55,1.11,2.27,-0.14,-0.37,-0.78,-0.53,-0.35,-0.8,52.10326265917767,1.9,146.0,18.5,286.5,311.25,334.25,264.79999999999995,228.75,242.2,253.75,318.75,336.0,344.75,240.2,227.75,264.6,276.25
